stationId,date,hour,pm25,pm10,no2
CD1,20180506,00,,36.5,64.1
CD1,20180506,01,,33.2,39.7
CD1,20180506,02,,31.5,29.7
CD1,20180506,03,,30.7,21.2
CD1,20180506,04,,30.4,26.9
CD1,20180506,05,,36.3,45.9
CD1,20180506,06,,30.7,38.1
CD1,20180506,07,,33.8,45.8
CD1,20180506,08,,33.9,50.6
CD1,20180506,09,,39.2,59
CD1,20180506,10,,36.5,57.2
CD1,20180506,11,,33,63
CD1,20180506,12,,39.6,66.6
CD1,20180506,13,,34.8,75.6
CD1,20180506,14,,36.4,88.7
CD1,20180506,15,,42.1,90.7
CD1,20180506,16,,37.2,92.3
CD1,20180506,17,,38.3,101
CD1,20180506,18,,40.7,112.2
CD1,20180506,19,,43.3,82.2
CD1,20180506,20,,47.9,81.5
CD1,20180506,21,,41.3,66.7
CD1,20180506,22,,52.3,81.5
CD1,20180506,23,,54.9,86.9
CD1,20180507,00,,57.1,69.7
CD1,20180507,01,,59,73.5
CD1,20180507,02,,58,73.2
CD1,20180507,03,,53.6,66.6
CD1,20180507,04,,51.2,52.1
CD1,20180507,05,,,
BL0,20180506,00,22.6,32.7,52
BL0,20180506,01,20.6,30.6,36.3
BL0,20180506,02,22.3,32.8,39
BL0,20180506,03,26.3,35,33.1
BL0,20180506,04,25.8,33.1,25.8
BL0,20180506,05,22.1,31.7,26.6
BL0,20180506,06,24.3,33,37.5
BL0,20180506,07,27.4,35.4,39.4
BL0,20180506,08,23.9,33.1,44.2
BL0,20180506,09,23.4,37.5,38.6
BL0,20180506,10,21.3,31.3,37.7
BL0,20180506,11,21.2,26.2,25.2
BL0,20180506,12,21.2,30.9,26.2
BL0,20180506,13,20.3,28.9,22.8
BL0,20180506,14,21.8,30.8,20.7
BL0,20180506,15,17.8,28.7,40.5
BL0,20180506,16,21.2,34.8,36.1
BL0,20180506,17,19.8,30.2,53.9
BL0,20180506,18,22.3,34.6,72.5
BL0,20180506,19,26.8,38.1,69
BL0,20180506,20,32.6,41.6,91.8
BL0,20180506,21,35.3,46.4,79.6
BL0,20180506,22,37.8,46.2,74
BL0,20180506,23,40.1,47.2,84.5
BL0,20180507,00,50,54.8,89.7
BL0,20180507,01,53.2,61.1,71
BL0,20180507,02,52.5,60.1,73.8
BL0,20180507,03,44.9,55.6,70.8
BL0,20180507,04,,,
BL0,20180507,05,,,
GR4,20180506,00,26,35.7,27.1
GR4,20180506,01,25.6,34.8,24.6
GR4,20180506,02,27.7,32.8,40.6
GR4,20180506,03,25,32,28.8
GR4,20180506,04,28.9,33.1,39.5
GR4,20180506,05,27.1,38.8,33.5
GR4,20180506,06,31,39.7,32.8
GR4,20180506,07,27.9,40.3,27.7
GR4,20180506,08,26.2,37.9,29.7
GR4,20180506,09,22.9,36,17.4
GR4,20180506,10,21.4,33,17.3
GR4,20180506,11,17.8,24.5,12.9
GR4,20180506,12,18.3,26,11.4
GR4,20180506,13,19.1,32,14
GR4,20180506,14,22.7,25.3,13.7
GR4,20180506,15,,,12.5
GR4,20180506,16,20.8,30.3,14.6
GR4,20180506,17,21.8,29.2,21.7
GR4,20180506,18,24.1,30.3,31.4
GR4,20180506,19,33,41.1,44.7
GR4,20180506,20,43,51.2,53.6
GR4,20180506,21,44.7,50.6,48.8
GR4,20180506,22,43.9,54.2,50
GR4,20180506,23,52.7,53.7,47.4
GR4,20180507,00,51.4,59.9,65.3
GR4,20180507,01,49.7,60.7,61.3
GR4,20180507,02,52.4,56.8,47.4
GR4,20180507,03,53.9,69.9,51.1
GR4,20180507,04,62,69.8,42.9
GR4,20180507,05,,,
MY7,20180506,00,26.7,36.4,
MY7,20180506,01,27.8,44.7,
MY7,20180506,02,27.8,35.8,
MY7,20180506,03,28.7,36.6,
MY7,20180506,04,27.2,34.8,
MY7,20180506,05,25.3,33.4,
MY7,20180506,06,25.3,34,
MY7,20180506,07,28.2,35.7,
MY7,20180506,08,26,43,
MY7,20180506,09,26.6,34.5,
MY7,20180506,10,,,
MY7,20180506,11,,,
MY7,20180506,12,,,
MY7,20180506,13,,,
MY7,20180506,14,,,
MY7,20180506,15,,,
MY7,20180506,16,,,
MY7,20180506,17,,,
MY7,20180506,18,,,
MY7,20180506,19,,,
MY7,20180506,20,,,
MY7,20180506,21,,,
MY7,20180506,22,,,
MY7,20180506,23,,,
MY7,20180507,00,,,
MY7,20180507,01,,,
MY7,20180507,02,,,
MY7,20180507,03,,,
MY7,20180507,04,,,
MY7,20180507,05,,,
HV1,20180506,00,21.9,27.2,56.5
HV1,20180506,01,27.8,32.4,33.9
HV1,20180506,02,30.5,33.9,31
HV1,20180506,03,29.6,34.2,45.4
HV1,20180506,04,30,36.9,48.5
HV1,20180506,05,28.1,36,47.1
HV1,20180506,06,27.5,33,39.8
HV1,20180506,07,31.7,35.4,21.3
HV1,20180506,08,21.8,28.3,17.7
HV1,20180506,09,22.1,29.7,13.8
HV1,20180506,10,18.4,24.6,13.2
HV1,20180506,11,15.3,21.5,17.2
HV1,20180506,12,15.5,21.2,17.4
HV1,20180506,13,15,21,18.9
HV1,20180506,14,11,17.2,13.3
HV1,20180506,15,14.4,18.9,16.1
HV1,20180506,16,18.8,22.9,17.9
HV1,20180506,17,27.6,31.4,27.7
HV1,20180506,18,25.5,28.8,30.4
HV1,20180506,19,31.5,34.7,40.2
HV1,20180506,20,37,40.9,57.5
HV1,20180506,21,47.6,49.8,79.6
HV1,20180506,22,44.8,46.3,79.3
HV1,20180506,23,53.3,53.4,47
HV1,20180507,00,51.2,52.2,40.1
HV1,20180507,01,49.9,50.4,42.1
HV1,20180507,02,44.9,44.9,38.2
HV1,20180507,03,41.1,41.4,27.1
HV1,20180507,04,37.4,38.4,34.1
HV1,20180507,05,,,
GN3,20180506,00,32,41.3,60.6
GN3,20180506,01,29.4,34.9,56.8
GN3,20180506,02,32.4,41.8,53.4
GN3,20180506,03,31.2,36.3,45.3
GN3,20180506,04,31.2,38.3,63.5
GN3,20180506,05,35.2,41.3,64.1
GN3,20180506,06,34.9,45.7,39.5
GN3,20180506,07,31.6,39.5,36.2
